0	1043.68	-165	207.846	169.1	757.5	558.586	-170.375
1	1459.31	-367.5	-298.779	708.854	532.5	194.856	-328.407
2	1157.92	-300	-25.9808	515.446	210	571.577	-335.198
3	1788.55	180	-259.808	166.563	217.5	1234.09	-816.177
4	1127.69	-502.5	-194.856	-288.848	60	441.673	452.841
5	690.316	-60	337.75	-5.47007	375	-181.865	126.103
6	1146.13	-240	-181.865	342.396	240	-51.9615	-690.245
7	784.698	-142.5	220.836	405.225	232.5	220.836	-284.068
8	926.447	-15	-389.711	-148.276	420	415.692	-5.43479
9	709.344	-30	-77.9423	-170.763	262.5	376.721	288.47
10	1096.9	-375	77.9423	-113.714	607.5	-298.779	196.078
11	1136.99	-300	467.654	-177.964	675	103.923	280.091
12	659.324	-300	363.731	132.021	247.5	12.9904	22.7845
13	1445.88	-90	363.731	-37.767	562.5	-714.471	-746.49
14	1048.97	-45	493.634	163.896	262.5	-480.644	-73.9503
15	471.599	-112.5	168.875	-16.4414	262.5	-116.913	-6.16078
16	821.878	225	-285.788	101.703	510	467.654	-61.3397
17	628.523	-37.5	90.9327	2.70051	585	51.9615	80.2624
18	748.635	-270	493.634	-230.496	352.5	168.875	29.2713
19	459.157	-97.5	-168.875	4.93755	165	207.846	4.84927
20	720.952	7.95431e-16	25.9808	328.174	30	337.75	-321.19
21	1174.15	135	-259.808	-175.69	300	597.558	609.369
22	687.23	157.5	-298.779	-241.519	187.5	194.856	235.671
23	1375.58	-285	1039.23	-141.647	375	-155.885	26.6063
24	1171.8	-255	805.404	546.931	82.5	-64.9519	-161.378
25	1269.22	-660	623.538	328.864	142.5	-272.798	-75.4872
26	898.622	-187.5	402.702	-134.294	105	-441.673	-229.14
27	1946.49	-540	207.846	87.0142	907.5	-922.317	-558.206
28	951.883	-67.5	-454.663	224.508	-67.5	480.644	47.6446
29	967.618	157.5	532.606	642.491	180	-51.9615	-128.261
30	724.122	-157.5	584.567	165.498	-75	77.9423	-345.264
31	712.204	-150	-207.846	-200.28	352.5	220.836	66.1015
32	748.988	-375	259.808	92.0064	210	0	-296.912
33	743.374	15	181.865	-52.6631	240	-77.9423	606.487
34	767.333	-277.5	272.798	10.989	315	-155.885	-221.336
35	1043.23	-345	415.692	-13.6274	-277.5	-480.644	515.851
36	1987.19	-952.5	168.875	636.276	405	-727.461	-505.082
37	787.275	-15	155.885	88.7699	660	-25.9808	-273.311
38	844.678	172.5	-376.721	-234.983	315	51.9615	478.744
39	1203.43	-240	441.673	-608.465	240	-259.808	243.458
40	1005.45	-307.5	298.779	213.682	600	467.654	-184.895
41	1160.24	3.97716e-15	129.904	-271.624	412.5	-246.817	745.271
42	656.778	-142.5	90.9327	36.682	480	233.827	-116.395
43	607.936	-97.5	116.913	-11.267	457.5	-116.913	-94.2488
44	925.853	165	-337.75	-57.0463	255	545.596	205.257
45	1209.41	-202.5	-142.894	332.889	-90	571.577	-636.411
46	430.346	-135	25.9808	-45.3429	292.5	64.9519	-14.9628
47	1168.04	-517.5	-636.529	374.138	52.5	324.76	34.5157
48	1110.9	30	-285.788	-36.1177	292.5	792.413	-87.7548
49	935.481	-172.5	558.586	372.196	442.5	-90.9327	98.2882
50	1185.11	-52.5	480.644	-146.324	540	-545.596	-129.892
51	523.925	-157.5	298.779	230.618	157.5	38.9711	-97.6686
52	881.674	-315	103.923	-281.146	420	259.808	180.183
53	730.641	-75	363.731	-134.593	37.5	-350.74	-31.1
54	1045.99	-270	493.634	-562.987	307.5	-38.9711	127.602
55	1413.38	-382.5	12.9904	-465.466	772.5	558.586	139.47
56	834.96	-165	-337.75	-65.1205	142.5	428.683	58.1024
57	587.311	-270	-285.788	17.0755	-60	233.827	-158.522
